threshold	net_benefit_model	net_benefit_all	net_benefit_none
0.01	0.22839506172839505	0.22839506172839505	0.0
0.02	0.22052154195011336	0.22052154195011336	0.0
0.03	0.2124856815578465	0.2124856815578465	0.0
0.04	0.20428240740740738	0.20428240740740738	0.0
0.05	0.195906432748538	0.195906432748538	0.0
0.060000000000000005	0.18735224586288415	0.18735224586288415	0.0
0.06999999999999999	0.1796594982078853	0.17861409796893668	0.0
0.08	0.1582125603864734	0.16968599033816426	0.0
0.09	0.13965201465201466	0.16056166056166055	0.0
0.09999999999999999	0.13271604938271606	0.15123456790123457	0.0
0.11	0.12936953807740326	0.14169787765293385	0.0
0.12	0.125	0.13194444444444445	0.0
0.13	0.1253192848020434	0.12196679438058748	0.0
0.14	0.10852713178294573	0.11175710594315245	0.0
0.15000000000000002	0.10375816993464052	0.10130718954248363	0.0
0.16	0.0906084656084656	0.09060846560846561	0.0
0.17	0.08383534136546184	0.07965194109772422	0.0
0.18000000000000002	0.08299457994579945	0.0684281842818428	0.0
0.19	0.09259259259259259	0.05692729766803842	0.0
0.2	0.09375	0.045138888888888895	0.0
0.21000000000000002	0.07524613220815753	0.03305203938115328	0.0
0.22	0.06054131054131054	0.020655270655270674	0.0
0.23	0.06006493506493507	0.007936507936507964	0.0
0.24000000000000002	0.05555555555555555	-0.005116959064327492	0.0
0.25	0.0601851851851852	-0.01851851851851849	0.0
0.26	0.060810810810810814	-0.032282282282282304	0.0
0.27	0.05821917808219178	-0.04642313546423138	0.0
0.28	0.04629629629629628	-0.06095679012345684	0.0
0.29000000000000004	0.029147104851330194	-0.07589984350547735	0.0
0.3	0.0238095238095238	-0.09126984126984128	0.0
0.31	0.0396537842190016	-0.10708534621578103	0.0
0.32	0.02369281045751634	-0.12336601307189543	0.0
0.33	0.01451077943615256	-0.14013266998341628	0.0
0.34	-0.0012626262626262708	-0.15740740740740744	0.0
0.35000000000000003	-0.002136752136752143	-0.17521367521367526	0.0
0.36000000000000004	-0.0034722222222222307	-0.19357638888888895	0.0
0.37	-0.0048500881834215165	-0.2125220458553792	0.0
0.38	-0.020161290322580648	-0.23207885304659498	0.0
0.39	-0.02163023679417122	-0.2522768670309654	0.0
0.4	-0.023148148148148154	-0.2731481481481482	0.0
0.41000000000000003	-0.024717514124293787	-0.2947269303201507	0.0
0.42000000000000004	-0.026340996168582383	-0.31704980842911884	0.0
0.43	-0.0175438596491228	-0.34015594541910316	0.0
0.44	-0.018849206349206345	-0.36408730158730157	0.0
0.45	-0.0202020202020202	-0.3888888888888888	0.0
0.46	-0.021604938271604937	-0.41460905349794236	0.0
0.47000000000000003	-0.023060796645702306	-0.44129979035639416	0.0
0.48000000000000004	-0.024572649572649576	-0.46901709401709407	0.0
0.49	-0.0261437908496732	-0.49782135076252715	0.0
0.5	-0.027777777777777776	-0.5277777777777777	0.0
0.51	-0.02947845804988662	-0.5589569160997732	0.0
0.52	-0.03125000000000001	-0.5914351851851853	0.0
0.53	-0.033096926713948	-0.6252955082742317	0.0
0.54	-0.035024154589371984	-0.6606280193236715	0.0
0.55	-0.03703703703703705	-0.6975308641975311	0.0
0.56	-0.03914141414141415	-0.7361111111111112	0.0
0.5700000000000001	-0.04134366925064601	-0.7764857881136953	0.0
0.5800000000000001	-0.04365079365079367	-0.8187830687830691	0.0
0.59	-0.02608401084010839	-0.8631436314363141	0.0
0.6	-0.02777777777777777	-0.9097222222222219	0.0
0.61	-0.029558404558404555	-0.9586894586894585	0.0
0.62	-0.031432748538011694	-1.0102339181286548	0.0
0.63	-0.033408408408408405	-1.0645645645645643	0.0
0.64	-0.035493827160493825	-1.1219135802469136	0.0
0.65	-0.0376984126984127	-1.1825396825396826	0.0
0.66	-0.040032679738562095	-1.2467320261437909	0.0
0.67	-0.014309764309764314	-1.3148148148148149	0.0
0.68	-0.015625000000000007	-1.387152777777778	0.0
0.6900000000000001	-0.017025089605734775	-1.4641577060931903	0.0
0.7000000000000001	0.013888888888888888	-1.5462962962962965	0.0
0.7100000000000001	0.013888888888888888	-1.6340996168582382	0.0
0.72	0.013888888888888888	-1.7281746031746028	0.0
0.73	0.013888888888888888	-1.8292181069958842	0.0
0.74	0.013888888888888888	-1.9380341880341874	0.0
0.75	0.013888888888888888	-2.0555555555555554	0.0
0.76	0.013888888888888888	-2.1828703703703702	0.0
0.77	0.013888888888888888	-2.321256038647343	0.0
0.78	0.013888888888888888	-2.4722222222222223	0.0
0.79	0.013888888888888888	-2.637566137566138	0.0
0.8	0.013888888888888888	-2.819444444444445	0.0
0.81	0.013888888888888888	-3.0204678362573105	0.0
0.8200000000000001	0.0	-3.243827160493828	0.0
0.8300000000000001	0.0	-3.493464052287583	0.0
0.8400000000000001	0.0	-3.7743055555555576	0.0
0.85	0.0	-4.092592592592593	0.0
0.86	0.0	-4.456349206349206	0.0
0.87	0.0	-4.876068376068376	0.0
0.88	0.0	-5.365740740740741	0.0
0.89	0.0	-5.944444444444445	0.0
0.9	0.0	-6.63888888888889	0.0
0.91	0.0	-7.487654320987657	0.0
0.92	0.0	-8.548611111111116	0.0
0.93	0.0	-9.91269841269842	0.0
0.9400000000000001	0.0	-11.731481481481493	0.0
0.9500000000000001	0.0	-14.277777777777798	0.0
0.9600000000000001	0.0	-18.097222222222257	0.0
0.97	0.0	-24.46296296296294	0.0
0.98	0.0	-37.19444444444441	0.0
0.99	0.0	-75.38888888888881	0.0
